Chip Run Info,H:\Deleted from D_AT30\DX3\HER2\Breast cancer gDNA cell line spike-ins\1482019095 48-770 uniplex HER2 RNaseP BC gDNA 20-10-2009\ChipRun.bml,1482019095,48.770,Default-10min-Hot-Start,ROX,FAM-MGB : VIC-TAMRA,10/20/2009 12:12:18 PM,01:33:33,BIOMARK052
Application Version,4.0.1
Application Build,20130423.0844
Export Type,Detailed Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,User
Chamber and Panel,Chamber and Panel,Sample,Sample,Sample,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Defined
Chamber ID,Panel ID,Name,Type,rConc.,Name,Type,Name,Type,Value,Quality,Call,Target,Threshold,Value,Quality,Call,Target,Threshold,Comments
P42-X18-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X19-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X20-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X21-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X22-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X23-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X24-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X25-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X26-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X27-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X28-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X29-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X30-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X31-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X32-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X33-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X34-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X35-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X36-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X37-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X38-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X39-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X40-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X41-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X42-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X43-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X44-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X45-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X46-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X47-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X48-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X49-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X50-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X51-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X52-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X53-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X54-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X55-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X56-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X57-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X58-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X59-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X60-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X61-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X62-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X63-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X64-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X65-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X66-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X67-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X68-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,24.6530798085427,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X69-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X70-Y07,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X01-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X02-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X03-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X04-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X05-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X06-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X07-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X08-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X09-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X10-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X11-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X12-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X13-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X14-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X15-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X16-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X17-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X18-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X19-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X20-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X21-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X22-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X23-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,24.5730986242951,0.93,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X24-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X25-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X26-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X27-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X28-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X29-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X30-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X31-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X32-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X33-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X34-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,24.640207425957,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X35-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X36-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X37-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,27.7185902571414,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X38-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X39-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X40-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X41-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X42-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X43-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X44-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X45-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X46-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X47-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X48-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X49-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X50-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X51-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X52-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X53-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X54-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X55-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X56-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X57-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X58-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X59-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X60-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X61-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X62-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X63-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X64-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X65-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X66-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X67-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X68-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X69-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X70-Y08,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X01-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X02-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X03-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X04-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X05-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X06-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X07-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,36.1582751827919,0.37,Fail,No Hit,0.1,
P42-X08-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X09-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X10-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X11-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X12-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.0371281036626,0.96,Pass,Hit,0.1,
P42-X13-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X14-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X15-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X16-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,25.5130840254729,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X17-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X18-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X19-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X20-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X21-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X22-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X23-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X24-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X25-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,25.5320788456174,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X26-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X27-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X28-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.6404303070193,0.96,Pass,Hit,0.1,
P42-X29-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X30-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X31-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X32-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X33-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X34-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X35-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X36-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X37-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X38-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X39-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X40-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X41-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X42-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X43-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X44-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X45-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X46-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X47-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X48-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X49-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P42-X50-Y09,42,Promega,Unknown,50,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
